review,label
I like the app but while making the payment it doesn't work. Maybe this app isn't available in our country(Bhutan).,negative
Songs are great but after a while the audio started glitching. Audio sounds like a scratched record. I had to uninstall it a reinstall it for it to work right...,negative
It's a great app but you can't listen to one song and the adds are really annoying and I'm not paying for premium when I can just get a better app that doesn't have adds,negative
Uh Where's the button to play songs when adding them? Did it get removed?,negative
"Updating review: The latest update has changed Spotify from one of the most reliable apps on my device (Pixel 4A, 5G) to one of the least consistent. In about 8 years I've never had any issues with the service or app, which I see as one of my most trusted. Unfortunately the current build suffers frequent playback issues .. AUDIO ISSUES: buffering and stuttering, prioritising video over Audio (let me disable videos!). The device WiFi broadcasting frequently fails. All most recent reviews agree!",negative
I want to cancel my membership but there is no where in the app to do so,negative
"I use it daily and my daughter has has figured out she can listen to Disney music on it with the tv, Moana for hours.. Also, my dad was blown away when I told him you can listen to documentaries and podcasts. I love Spotify!",negative
This app used to be good. I used to be able to search for ONE song and get just ONE song now I have to listen to SEVERAL other songs even though I wanted just that one. I can't even put it on repeat anymore and I have to deal with song I don't even like to find the one that I do like. DO NOT RECOMMEND.,negative
"Was great, now it switches out of my Playlist and plays random songs it thinks I will like.",positive
"I really like it. It has generally all the songs I've looked into. But bugs in the app lead me to lower my rating. For example, I drive to work using this app and it just stops all the time. Great app can easily be a 5 star with a little more care.",negative
Recently spotify have been giving frequently adds in 1/2 song i don't know why are they frocing me to purchase Subcribtions please stop sending adds frequently in just 1/2 song. Or rather it was a 5 â­ by my side of rating. Thank you.,negative
"Describe my experience ? I've been able to find all the songs I selected. Great app. Jan.11/22 I thought I was a bona fide aficionado of rap circa 1995 but it seems I have alot to learn from Spotify, besides the legendary KRS-ONE, this music application is my new teacer",positive
I downloaded it for to listen BTS songs I really like this app even no ads here and there is only one problem that there is no Korean language............. And I would. Really like this app ðŸ˜â˜ºï¸ðŸ‘ðŸ¼ðŸ¤¯ you can remind him that I can do that I can do to make the link and we join date ðŸ˜…ðŸ˜‰ðŸ˜›ðŸ‘ŒðŸ˜ðŸ˜ƒ I will send it because when you have received your mail address noted I have ever been on what's happening to them about you all the class on the link and it because it gives english me to janti to nahi ho,positive
I love to listen to music,positive
If I want to play my music I'll turn it on when I'm ready I'm tired of this s*** coming on whenever it gets ready f*** that I'm about to delete this app,negative
"Really good most of the time, have yet to come across music I can't find on the app, occasionally experiences severe glitche's however. Would be a five-star otherwise.",negative
Great selections and playlists,positive
"If you EVER have an issue with spotify, ask for Medina M. to help you, they are the best and should be given a 15% raise. Forever in my memories, Medina, Oh, take me back to the start I was just guessing at numbers and figures Pulling the puzzles apart Questions of science, science and progress Do not speak as loud as my heart But tell me you love me, come back and haunt me -Scientist, Coldplay. <3",positive
I find it hard to play the music of my choice.The app is rubbish now,negative
"It's an okay app. Reason I use this is because it has the original and remixed versions of songs without having to pay for it.but here's a few things I don't like: 1: I made a Michael jackson playlist, and it added a ghostbusters song to it.. And I can't delete it. 2: When I make a playlist, I add a few songs, and want to listen to more like them. So I click similar. It either shows the same songs, or very little quantity of them. 3: When I'm listening, sometimes the song will just cut off.",negative
"love it but it keeps undownloading my playlists randomly, I am connected to wifi, it doesn't need an update and i still have 1 playlist downloaded pls help me",negative
"Too many ads. Just ridiculous. One ad= one song, again one ad= one song",negative
Its a good app its has a bit of adds bit for the ads removal u can always use premium,positive
The best place to get your music,positive
It weird glitch we're it won't let me pick my song that I want And it just weird so plz fix it and I will give it a five and it will be good. Goodbye,negative
Best application for Anime songs!,positive
"I've been a paying customer for years, without any major problems. The last update has to be the worst, I am experiencing all the problems stated by everyone else (from latest reviews). The app is barely usable at best please resolve these issues promptly.",negative
Got the app to listen to Joni Mitchell on long car rides. Apparently some shill is better than a foll icon though. Jfc.,positive
"Still wondering why I can't see who is following my playlists. The social features in this app are lacking bad. Still wondering why Release Notes are impossible to find and new features have to be accidentally found. Other than that, Spotify is pretty dope.",negative
"I love the app, but it's VERY slow loading playlists or albums on 4G, even on high end phones. PLUS, the ability to quickly remove songs from your playlist while on the ""album art view"" is still missing. Since you have to exit that view and search the playlist from the beginning to find the song. The android app also DESPERATELY needs the iOS feature to swipe and quickly add songs to your queue",negative
I build lists of the music I love and explore new music without limits. This is my best music buy in years.,positive
"It's the tip of the iceberg, cuz I have only played a few selections of artists, either individually, or combined albums; in fact, giving me the feeling that they were all preselected for me; such soul melting melodies as moving, also, those I shared these wonderful songs with which were also greeted with rapturous approval.",positive
I love music ðŸŽµðŸŽµðŸŽµðŸŽµðŸŽµðŸŽµðŸŽµðŸŽµðŸŽµðŸŽµðŸŽµðŸŽµðŸŽµðŸŽµðŸŽµðŸŽµðŸŽµðŸŽµðŸŽµðŸŽµðŸŽµðŸŽµðŸŽµðŸŽµðŸŽµðŸŽµðŸŽµðŸŽµðŸŽµðŸŽµðŸŽµðŸŽµðŸŽµðŸŽµðŸŽµðŸŽµ so it's wonderful extraordinary app!,positive
It just stops all the time now. There used to be a banner at the bottom of what's being played so you can rewind or fast forward and its gone now. It won't let you listen to the next episode of the podcast on several different ones. What changed? It sucks now.,negative
Works great; love the selection. Hoping they continue to stand for freedom of content,positive
The app has become really glitchy following recent updates. Playback continually drops out despite strong network signal. Playback freezes and minicontrols etc are inconsistent. Often the mini control reflects a different Playlist for example or shows nothing playing while a.playback is in progress. Used to be an easy five star but not getting value for money at the moment.,negative
I think spotify just need to hire a punjabi employee to right a perfect punjabi lyrics for punjabi songs then it will be excillent as there are many listener who wants to sing a song while listening as me ðŸ˜. I just noticed that there are many wrong lyrics over there. Overall it is good app,positive
"Just better all around compared to other popular music apps, BY FAR!!! XOXO",positive
"I keep trying to join a blend with a friend, and every time it says ""something went wrong"". We have both tried on our own devices and it says that or ""blend not found"".",negative
It's 2022 and this app cannot add an album to the queue. I have to manually add each song to it. Don't even metion playlists because I don't want to create a new one every time I want to listen something different,negative
Its very nice to listen songs,positive
Pls fix Spotify. Its keep on crash while i listen to songs before this are not like this.,negative
Whatever your favorite podcasts and listening pleasures are you'll find them here on Spotify. You guys are awesome!!,positive
It's ðŸ¤©ðŸ¤© amazing every it has every song perfect for maybe working or gaming,positive
Amazing.....as long as you have premium!,positive
"The app has been fairly buggy the last few months, got worse with the last update. Enjoy the app and the music selection but my look to switch if things keep on this track.",negative
It's a wonderful app with a very good algorithm but it's full of bugs. The pause button goes to the left and the next and previous buttons stay together. Every time I have to log out to fix it. And when the buttons aren't like that the lyrics just disappear. I can't listen to the sample sometimes too. And like others said the the playing now bar don't shows the music. It's terrible!!,negative
One of the best music application I have ever had. This application have all my favorite K-pop songs specially BTS songs ðŸ’œi purple you Spotify ðŸ’œ,positive
I will continue to pay for and enjoy Spotify as long as they continue to allow artists free expression. My only complaint is that they have any censorship at all.,positive
Absolutely fine,positive
Love it find great oldies songs,positive
"All I wanted to say is this app has features that blow ""Pandora"" out of the water! Great library of selections to choose from! ðŸ‘",positive
"Love this app, I've been using it for years but as of recently there's been a bug going on where whenever I open the app it doesn't let me change tracks it just is at idle for whatever reason then I close the app and open it again and it lets me use it. Sometimes when I open it it's stuck at the Spotify loading logo and I have no idea why. Please patch because then I'll change my review to a five star",negative
"Great content great features learning listening preference is very good. what else can one say. Except Android version falls on its face using ""add local files"". There is no way to specify which folder. So it adds everything. Voice messages, recorded notes. Ringtones , notifications, themes from other apps. Makes the option useless. However the PC version is well done. Maybe just a smarter team of developers. Hope the PC team will offer lessons to android team. All it needs is 1 folder.",negative
"i keep experiencing one bug or the other with this app. one day it's that half my downloaded playlist dissapears, another day I can't go online even when I'm connected to WiFi. and I always update, it just updates to a new bug. please fix up.",negative
Can you add a feature like we can use to accounts please and everything is perfect in this app but so many ads are coming I am getting disturb of those ads I can't feel the song because of these ads so can you please reduce the ads,negative
Overall it was very good but like at least in playlists make it like premium,positive
I have liked song that I play then all of the sudden in the middle of my playlist some other music comes up that I don't like at all then you try to skip bit then there is like 10 of those songs.This is not good service Spotify.,negative
"I used to really enjoy Spotify and the content of the people they put out. After pulling recent Joe Rogan episodes, I can no longer listen to Joe Rogan for not standing up and am seriously thinking about leaving the services. If I find a similar service I will leave the app. Just because someone says something regrettable or that you don't like doesn't mean they you can pull their content. Get a backbone.",negative
"I'm a Spotify fan, but the App has a huge Problem. When streaming to my Marantz AV the volume is reeeally coarse. When you want to turn the volume up by one ""step"" it sometimes just jumps like 1/3 of the max volume. That can kill your speakers (and ears) easily. This is unacceptable. And it's the same on two different Phones: Note 10 Lite and Pixel 6. Edit 04.02.22: Problem still persistent. Apparently Spotify does not care about their users migrating to Tidal. Edit 27.05.22: still persistent...",negative
LOVE THIS,positive
Best music app out there great for podcasts too,positive
Its very easy to use and love the end of the year thing,positive
"Love you so much ðŸ˜Spotify . Your meditation , soothing , relaxing and study focusing music is very very helpful for me . Thank you so much â™¥ï¸â™¥ï¸",positive
"I love this app. It has been great up until about a month ago when it started randomly stopping during a song or podcast, weather it is a downloaded list or playing on wifi. Sometimes it will continue to play... reminds me of when out cds used to skip, but usually I have to close the app and start over. If this gets fixed, I would give 5 stars! I love making my own Playlists! Being able to listen to downloaded list at camp.... in the middle of nowhere. And looking up songs is so easy!",positive
Best,positive
"It sucks, I have a proper internet connection and every other app is working but Spotify says no internet connection.",negative
I've used spotify for awhile now and I really like it the only thing I've figured out recently was that you can no longer play a clip of the song while you are putting it on your playlist which allows you to hear the song before you add it. I honestly think you guys should but it back because maybe people would like to hear the song before adding it to their playlist because I sure do,negative
Extremely buggy and weird. it's ok on PC tho.,positive
There Are Tooooo Many Ads. For A Free User Not Good. My 4Â½ Hours Playlist Ends in 5 Hours Due To The Ads. By The Way Best Place For Each And Every Song.,negative
"I Will Give 3 Star On This App. Because Some Little Issues In This App. Like Ads, Network Loading, Premium Etc. I Will Request To The Owner. Please Fix The Little Problem. Bit This App Is Really Nice. And All The Songs Are Available On This App.",positive
"It's unbelievable how often this app crashes, pauses for no reason, or simply refuses to load or play anything, including downloaded songs. The queues often dont function. And I'm skeptical that ""shuffle"" truly is shuffled at all, the same songs always come up. Truly just a trash app. Spotify employees should focus more on doing their job and spend less time complaining about content.",negative
"This app gave me 30mins of ad free music and after 1 song of 2 mins it played 5 ads continuously. This app has given me 3 ads between 5 songs :/ I have had so bad experience that I am deleting my account and stuff, even after making 7 hr long Playlists I will never recommend spotify to anyone",negative
Loved it for years but recently they added a multi control feature that was in beta and all my friends an I loved it well recently it updated and now we don't use it any more because it's more complicated than it was when it was in beta I used to use it at home at party's at work now I don't use it at all I miss it :c,negative
"Awesome app, but too many ads, mostly 30 seconds and unskippable",negative
Spotify needs to do better because whenever I play my Playlist of songs I PICKED Spotify puts other songs in that I NEVER put it! I absolutely HATE that! I am deleting the app! Shame on you Spotify shame on you.,negative
I never used to litsan to music much but now i got spotfi i do all the time,positive
Worst app ever I can't even sign into this app!! It tells me again and again that the combination of my email and password is incorrect !! Worst app!!ðŸ˜¡,negative
"Dum dum and I wanted to play a specific song and it gives me a whole random playlist which sucks, at least have a setting or something developers. ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ¤¬ðŸ¤¬ðŸ¤¬ðŸ¤¬ Geez now I have to use YouTube music ðŸŽ¶",negative
Sometimes it is not working,negative
Philistine,positive
Great music options Prefer less ads,positive
I am really enjoy spotify app,positive
"Describing My experience with Spotify is NOT optional. As far back as I can remember I used to think to myself, ""why can't all music be free?"" I mean everyone was holding the music hostage, the record stores, the recording companies, the illuminati (probably, I mean those folks are just into everything). Finally, this Mr. Spotify comes along and does the right thing by making the music free. Just a few bucks per month and all the music is free! Way to stick it to the illuminati Mr. Spotify!",positive
"Nice app, I love the track selection even without giving instruction on what to play!",positive
I dus like it so much just one one thing is that i get adds when I listen to the music and what I dont like about Spotify is that I cant get rid of my listening history please add that u can remove ur history please it would make my experience 100 better please take my suggestion and use it I will give it 4 stars,positive
"Won't let me click on songs without a stupid ad, I tried it cause someone recommended it I used to like the app now it's just a disgrace. Hate the new way of things",negative
Well i dont have a prob is that when i try to listen to music it gives me 1 or 2 ads and then says i have 30min of no ad but only last 10min and also now it gives me 8 or 9 ads,negative
"Spotify in its original format was great, even with ads...but, then...they began gradually increasing ad breaks, limiting free functions, interfering with my personal song playlists by using my analytic info to INEXPLICABLY overreach my custom playlists by adding, altering, deleting, or ignoring my numerous attempts at reco be erinh",negative
My problem with this is that I'm paying for family spotify and I'm still getting commercials on podcasts. I pay to not have my program interrupted by some dumb commercial that I don't care about.,negative
So good app nice sound qualityðŸ’œ,positive
Best music and podcast app available!!!,positive
"Okay the quality of the songs are good but suddenly I'm not able to listen to songs, like I searched for a song and just when I tapped to play it, it showed me a playlist instead, I am not able to listen to songs without it being in a playlist, tell me why Spotify",negative
"When you pay its 5 starts easy, but if you dont then it's literally the worst app and you may aswell download soundcloud",negative
The player does bot show when the phone is locked even though sound is playing .,negative
I can't play the music that I want to listen the whole albums starts playing.. please fix that thing up,negative
you need fix crashing problems on your app to renew itself software it stop playing my favorite song it get very annoying,negative
"I love this Apps,given that I can listen to any type of music at any given time. It's fantastic!",positive
Love Spotify! I use it everyday. Weird glitch with my new phone. It stops playing when I turn my phone off and the que window gets stuck sometimes.,negative
"I wish Spotify brought back the listen button, whenever I try to add songs to playlist I can't listen to a short snippet of that song. Another things is the constant nofication of Bluetooth output. Almost everytime I open the app it ask me to allow Bluetooth when I did so. All of this and the constant ads makes me want to go to another site.",negative
Cannot use microphone to find songs constant loading not easy to find just albums when looking up artists it always gives you a playlist of greatest hits when you just want an album.,positive
Making it different from other's is Podcast.... Love the app,positive
Best music app but subscription rate is costly,negative
It's an absolute cheating against those people who don't buy Spotify Premium... Because there are 3 long nasty ads after each and every song... I'll delete my account if you don't reduce those long ads after every song...,negative
One of the best music listening app ever.,positive
"Thank you for scamming me. For the last 2 weeks I've been unable to access ""downloaded"" songs when I have no internet connection. And no, I have no intention of updating the app. If you restricted the functionality of an older version I shouldn't be paying for the full product..",negative
There appears to be more and more bugs happening every day. It's a shame the overall rating doesn't fully capture the current experience using the mobile app. Every issue I'm experiencing I can find in other users ratings.,negative
"Lots of music, yes. If you listen to one genre the same songs and or Playlists come up often, lacks that diversity.",negative
Love the playlist suggestion and also the radio playlist by artists or genre,positive
"I love listening to this app, it has all my favorite songs, totally worth it!! ðŸ§‹â¤",positive
Good,positive
I try to listen to certain music catagories on my saved music list and only half of them show up. EDM and techno genres need to be categorized a bit better.,negative
"If you want to be a free listener, then don't get it. You have limited skips and you can't pick the songs you want. I would recommend Pandora.",negative
"Cant pause a podcast on fold 3, podcasts pause until you open app and dismiss a ad when driving",negative
"App is good. However, seems a bug. Intermittent issue observed when phone tries to go on landscape mode, Spotify fails some of the time. Pkease get it checked thoroughly.",negative
"Fix the app! Its been broken for long enough. It's practically unusable. Keeps crashing, controls don't display (including not displaying song details) only way to stop a song playing is close the app. (Or wait for it to crash)",negative
"Spotify was best in the beggining, you can play any song you like and I believe to be add free, However like 1 month after download when I click a song It doesn't even even play the song I chose. I don't know if this happens with other people on Mobile however it is very annoying click a song only to hear something else.",negative
Spotify has killed support for Kenwood radios with android phones. No notice no nothing and the radios are still be sold as having Spotify functionality. Total ripoff and now a scam.,negative
Ahh. It gets so frustrating when you can't get premium and it adds songs to your playlist when you just want to listen to your dang songs,positive
My favourite player. Easy to access data from any device. Easily maintained playlists and liked song. And of course premium has greater features. Love this player.ðŸ˜ŠðŸ‘Œ,positive
"Keeps bugging out, tried reinstalling several times and I know it not my phone as this is the only app I'm having issues with. If they manage to stop messing up the app with each update then I would recommend it, but I can't in the state it's in now.",negative
"You've stuffed the user experience. The ""now playing"" page is difficult to find, as is the ""Play to external device"" feature, and when in landscape mode, it says nothing is playing when it is actually playing music.",negative
You are paying for a service that keeps crashing. Used to be brilliant but ever since the beginning of 2022 it's been filled with bugs.,negative
Best music app to ever exist,positive
First the music wont show on the desktop wins app then go to browser to play was doing fine til today keeps logging me out my own account on the browser,negative
"I have spotify premium and I can completely recommend it. The algorithm is very good I discovered so many artists and songs thanks to him. The design is simple and pretty, the app has a lot of features and is very intuitive to use. I never had any technical problems either.",positive
Love Spotify I can find my music in a matter of seconds but there's a bug I'll tap on one so g and it will put a whole different artist and song on but otherwise it is a great appðŸ˜˜ðŸ’•ðŸ’…ðŸ’…,positive
Extremely good app,positive
"stuck on splash screen, tried installing and uninstalling but it still doesnt work",negative
I'm enjoying this app cuz it allows for various playlists & different styles of music depending on my mood/occasion.,positive
"The app is trash! Buggy interface, and the video feed randomly disappears.. I have a subscription just for podcasts and I feel like a sucker.. what are you trying to be Spotify? I only associate your name with this lackluster app... be better ðŸ‘",negative
Very easy interface and not glitchy at all work great in old device but the musics dont have high bass. at some point there is no bass at where it should be other than great app,negative
Nice except ads,positive
Ever since I started using it I've never downloaded music. I just listen to playlists according to the mood in feeling. Great app!,positive
"F this app. At first it was a very good music app, but now I can't listen to the songs I want to, because every time I click the play button it automaticly switches to a completely different song which I have never heard of. Spotify fix your fckjng app!!!",positive
I have been using Spotify from about 2 years and yeah THE BEST MUSIC APP I HAVE USED (AND WILL BE BE USING IT TOO),positive
When I try the app it is good but on the 2nd day theres a bug that I can't play any music because if I play a music or anything it will force stop even with wifi connections. I tried to uninstall and install it but nothing still have the bug. Pls help,negative
I love Spotify. I just wish it were a little less expensive. The trial period definitely gets you hooked.,positive
"Awesome gospel songs. Good selection process of genre, no buffering, just as good as playing the cds directly uninterupted. Great app!!",positive
e we do jukn ede u u vv a clip to paste it in the text box.Tap on a clip to buy saved here.u call wi,negative
"Having the same issue as other people, it randomly stops playing at times. Controls disappear so I need to force close and reopen, several times to get it working again. New issue is if my screen turns off the podcast starts jittering. No settings have changed like data limitation, battery saver, etc. It's progressively getting worse. The newest update has solved nothing for me either. Please fix these issues!",negative
Excellent music player,positive
It's super app for listening music but it has more advertisement ðŸ¥± it is very bad ðŸ˜” can you please remove the ads from Spotify,negative
"This application was irritating me very much, such a useless application it is. Even I had good internet connection it shows me no internet connection. Dose it trying to fool me? If I shuffle play then it plays. But I'm not able to choose a song to play because it shows no internet connection. Posted this one year back still not resolved such a useless maintenance and management.",negative
"This app is really great and has any song you could think of. However, my issues are that when you search a song you can't play it just plays a bunch of different songs. Also, it only allows you to skip six songs per hour (which is EXTREMELY ANNOYING). Lastly, when you create a playlist it just adds random songs that usually aren't to my preference.",negative
"I love this app,it's my best music source!",positive
"Your app is genuinely pathetic. It takes multiple minutes to load a simple playlist, even on desktop. Be thankful you have no real competition, because you wouldn't last a week if you did.",negative
Brilliant! Very pleased with the ability to listen to all gender of music and arrange it into play lists for playback.,positive
It's an amazing app and I guess there is a new feature in it like a karaoke one and I love it but I can't find the option now can you guys please bring it back but otherwise its a great app I am living it .,positive
"Pretty good other than the queue option. When you want to go to the previous queued track, the queue gets lost for some reason and it plays a different song?!",positive
"Ok i don't have premium subscription but what does it mean..? It's almost after every single song, i have to suffer with add.. Too irritating and tired of this now..",negative
Spotify is a crook I'm being charged twice a month for my premium account ðŸ˜ ðŸ˜ ðŸ˜ ðŸ˜ ðŸ˜ ðŸ˜ ðŸ˜ ,negative
This verry good music platform Thank you,positive
"My Repeat button just completely disappeared and I try updating the app and more, but nothing works. I'm done with this app.",negative
A brilliant app especially for self development podcasts,positive
"App has been starting to be buggy. My problem that I am experiencing is that offline mode does not show my downloaded songs, but when I go online, it says they are downloaded. Please fix this issue.",negative
I give it 4 cause it's good but the ads for premium is annoying and you cant download songs only with premium ita annoying but its good,positive
"Really like my Spotify, it has everything I need in a music app. The family plan is great if you're like me and have multiple family members living in one home. I have had all the music apps at one time or another, Spotify continues to be my favorite.",positive
Lot of ads,negative
Please fix all the glitches - so annoying. When using Android wireless headphones the 'now playing' display disappears and there is no way to stop or skip songs. You have to annually close out the app. App just randomly stops playing.,negative
the app is easy to use.,positive
Great selection of music and podcasts,positive
Very technical songs ðŸ‘,positive
"The app itself is good. Music selection is good. However, I have a huge problem with a certain heavily promoted podcast that is spewing vaccine misinformation, so I have cancelled my premium subscription and uninstalled the app. I want this stupid pandemic to be over already, and there is no way I'm giving another penny to a company that actively refuses to take down information that is literally leading to people's deaths. Shame on you for putting profits over human lives, Spotify.",negative
The reason why I rate 1 star is about ads like 1 song i played 3 ads I am sick of that and i never make A video out of it bcz Like i never can Listen one song full Bcz its keep Out and i gotta go back to on it but it is 1 sec in like I hate this Now,negative
seriously so good. their system is great. music wow ðŸ˜».,positive
I love Spotify! It's so nice being able to listen to lovely classical music ðŸŽ¶ ðŸ’—ðŸ’œâ™¾ï¸,positive
It's a very nice app. I like it and I have always liked it. I just hope they reduce the ads for those who aren't using premium.,positive
Great to find almost any artist but what I really like is the recommendations that Spotify makes. Much of my new favorite artists were recommended so good job!,positive
App is broken right now. Pauses every few minutes and the play bar goes away so you have no way to pause or skip the audio. This last update needs patched or rolled back asap. Paying premium but can't use the app for most of the month is unacceptable,negative
Please share with me how do I access changing my password since it is forgotten I can't listen to Spotify on my TV only this cell phone if I can't access updating my password I will be taking this off my phone for permanent I'm not going to join if I can't access and listen,negative
"I like Spotify even more now that there's lyrics to the songs. I also like Spotify because I can leave the app, do other things on my phone and still be able to listen to the music.",positive
I normally love this!!! Its life!!! BUT lately it cuts out all the time. I have to touch the screen on my phone for it to turn back on. Wildly frustrating! I hope this is just a temporary problem!,negative
"Too much ads, moreover ads took more around like 1 minutes, really discouraging.Always asking to go for premium.Please reduce ads time.Sometime I just open Spotify to listen music for a short time but ads always come up ðŸ™‚",negative
Works as advertised! Everything I want and need. Also love the fact that I don't have to worry about sensorship. They don't remove stuff because it goes against mainstream propaganda.,positive
Spotify is way better than Pandora,positive
Without money . . . .Too much adds. After every song there is add.,negative
"I honestly really don't like this app. On a phone, spotify adds songs to your playlist, FYI I hate the songs they add, YOU CAN'T EVEN LISTEN TO ONE SONG without having to listen to a WHOLE PLAYLIST. SO much advertisements. Ugh i hate it so much. This is a scam you have to download premium to be able to do simple stuff like skip a song or listen to one song. It's literally just a scam for money, I don't reccomend installing Spotify",negative
"Please include the ""Add to Queue"" function to the ""What's New"" section.",negative
"I get to listen to all my favorite s***, on one list super dope.",positive
It's awesomeness man you can use as background but the dowload you need to pay,negative
Very good experience I can turn Spotify on my favorite music and listen to it all the way from Virginia to New York never have to change the station never miss a beat Spotify is great,positive
You have to buy access to songs instead of playing with shuffle.aaaa,negative
App is good but most of the time it just stops responding i use Spotify on daily basis and on every second day i faced this issue that app lags and stops responding and sometimes it doesn't show the music controls when i tap to play music I'm a premium member so what's the point of subscribing to this service if these kind of issues keep happening please fix this,negative
It is amazing u get to listen to any podcasts any music,positive
Very Authentic in its own way,positive
No longer works in my car. And yes it's this app. Pandora works just fine.,positive
Sometimes has troubles loading up pls fix that,negative
The most wonderful app for music.... Jst love itðŸ˜˜,positive
This new update is really bad. Too many glitches....I Pay premium membership so this annoys me and irritates me when I'm driving and the music suddenly stops nor can I see it on my notifications bar. Please fix this asap and keep us up to Date when it's fixed. Really disappointing!,negative
I loved when i downloaded it but after like one week it's forcing to buy the premium version. I can't even play i single song without buying it. It's really annoying! I loved this app & keep wanted to use it but...,negative
Super,positive
Works well easy to use.,positive
Please add Lyrics feature for tablets also. And overall Great app ðŸ‘ ðŸ‘Œ,positive
fix the shuffle it changed recently and im not using the app because of it,negative
I can't open the app it only displays the logo. I tried clearing the data and cache but still doesn't work.,negative
Very cool app. It works very well for me with many genre of music from which to choose.,positive
...'plugged' in a few artists and get more artists and tunes I like.,positive
"Y'know spotify is such a convenience I never thought to rate it, spotify without premium is okay you can listen to your music only online, you have limited skips, and you can only do shuffle play, but where it really gets good, you can listen to music offline, listen in to music with friends if you see them listening to music on discord, you can create playlists with your friends, you even get a ton of extra settings to adjust your music how you'd like it, spotify even makes playlists for you!",positive
I like it. My car system wakes it up on my phone,positive
I request to Spotify give us adds but dont do these kind of updates that you cant play that song againno shuffle modeno play backplay next  MUSIC IS EMOTION AND YOU ARE PLAYING WITH EMOTIONS OF MILLIONS OF PEOPLE  So I request to please remove all these barriers give us that old Spotify,positive
Great and easy to use,positive
Was not able to listen to podcast. Said there was no internet connection. Funny thing is that I had internet connection for everything else I wanted to do online. Not pleased at all.,negative
Have no control to skip song or to pause,negative
I use this everyday and works exactly like need it to. I love how they have started adding lyrics to the music. Hopefully lyrics will be available for every song on Spotify.,positive
Not good at all because we can't hear our favourite song without interruption of ads and for that also there are asking for money and i Don't like that Chand baliyan song at all but only that ad interrupt everytime boring song which always change my mind from listening to music and i just like to hit my phone very hard when that Chand baliyan song will comeðŸ˜•,negative
I pay for this service and it hasn't disappointed me yet.,positive
They never Miss a Beat !! I can get all genre of music along with My Favorite PODCASTS !!! Thank you SPOTIFY,positive
A idea for Spotify: Imagine being able to choose the years of your favorite singers activities and just listen to the period of songs produced in those years. I hope can see this option soon in the Spotify,positive
Wow this app is amazing ..i gives all kinds of music ..from your favourite artists ..,positive
"Hi,I love this app but when I play my playlist it as songs I didn't put on it also can you add a loop button I hate that I can't hear my favorite song over and over again I'm sorry if I'm sounding mean but I just want a loop button and not listen to songs that I did add to my playlist please that's all.",positive
"As a podcast player, this app is a bit annoying when trying to listen to a queue of episodes. For such a popular player, I can't believe that they have no way to sort them by oldest to newest on Android, only newest to oldest.",negative
I wish in the premium duo there is a chat session too!!... Which we can communicate each other easily i wish this update come up soon.,negative
I am new to this and honestly I don't know how a major app like this one can't allow u to just shut down the music when u leave the app or even allow u to not auto reconnect to it every time u use Bluetooth. Seriously I tried everything but still the music plays on unless I pause it which means it's not stopped just paused and so uses my batter for no reason .that's why I deleted it,negative
The selection is great and always current with the shows. For anime the dub is a little behind but the sub is always current.,positive
Easy to get around app but music to add ratio is more adds that music,positive
I hated the ads but i love spotify because theres so many different song and it adds extra bass to the song 8/10,positive
"It's not working, unresponsive",negative
So many adds! And distasteful adds. At least 3 or 4nat a time! Can't even skip or replay songs??? What a joke.,negative
"Superb, please add offline with download for offline listening. Overall have a great experience",positive
"Horrible app when I try to play any song it plays a different song, artists, and genre it sucks",negative
Why is it so damn difficult (if not impossible) to find a song and just play it?,negative
Good for streaming! ðŸ‘,positive
Why does Spotify not treat metered WiFi connections like mobile data? It shouldn't refresh downloaded songs upon connecting to a metered WiFi connection like it does. Please stop chewing through my data. Why does the media player notification come back every time I lock the phone? If I dismiss the notification that means I'm done and you're now bugging me tokeep playing.,negative
"Control panel is disappeared, which disallowe to switch or stop music. I reinstall it number of times. Never had a problem with previous version. Time to say goodbye to subscription ðŸ˜’",negative
Overall terrible experience you can't even find the single song you want to listen to you have to shuffle through songs you don't like until you get the ONE song that you were trying to LISTEN to,negative
To many ads i get 6 ads after every 2-3 songs Pandora is a lot more better then this,negative
The only reason I had this app was for the Joe rogan podcasts...way to bow down and be controlled. Your an embarrassment.,negative
"Don't recommend, literally can't skip more than 6 songs for an entire hour, counting if you skip the random song that they recommend you even if you don't it.",positive
I'll give y'all a 3 not because I hate it. This actually has to be one of my favorite apps but I'm a premium user and y'all still won't show my lyrics tab. I have upgraded and reinstalled so manyyy times!! Like come on.,negative
This is amazing they have a free trial i love this app,positive
"Good, but crashes when I open the podcast menu for the first time in a while. When I open the app again, it's fixed but it's a slight annoyance.",negative
Great music. Easy to navigate.,positive
I have found the bug in your application when dark mode activate that time the timing line didn't come,negative
Really like their set up and it's user friendly!!!,positive
When creating a playlist Spotify adds songs that it thinks you'll like to that playlist. There is no way to turn this feature off.,negative
"The latest update causes an annoying ""enable Bluetooth on Android 12!"" popup literally every day, despite me USING Bluetooth. This also completely disabled the ability to view the currently playing music and removes all ability to control it (play/pause/skip/rewind) via either phone or headphone controls until the app is force-closed and relaunched. This renders the app nearly useless.",negative
